frame_path,steering_angle,speed
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00020 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00021 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00024 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00025 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00027 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00028 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00029 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00030 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00031 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00032 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00033 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00034 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00036 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00038 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00039 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00040 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00042 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00043 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00044 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00045 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00047 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00048 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00050 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00051 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00052 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00053 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00055 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00056 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00058 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00059 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00060 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00061 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00062 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00064 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00068 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00069 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00070 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00072 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00073 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00074 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00075 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00076 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00077 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00078 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00081 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00083 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00084 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00089 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00090 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00091 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00093 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00094 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00097 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00098 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00099 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00100 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00101 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00103 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00104 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00105 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00106 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00107 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00109 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00111 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00112 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00113 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00114 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00115 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00116 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00117 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00119 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00121 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00122 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00123 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00124 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00125 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00126 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00127 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00128 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00129 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00130 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00131 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00132 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00133 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00135 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00137 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00139 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00140 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00141 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00143 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00144 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00145 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00146 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00147 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00150 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00152 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00154 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00155 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00156 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00157 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00159 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00161 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00163 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00164 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00165 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00166 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00167 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00169 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00170 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00171 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00172 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00173 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00174 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00175 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00176 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00177 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00178 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00180 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00181 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00183 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00184 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00185 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00187 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00189 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00190 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00191 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00193 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00194 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00196 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00199 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00200 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00201 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00203 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00204 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00205 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00207 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00208 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00209 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00211 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00212 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00215 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00216 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00217 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00218 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00219 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00220 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00221 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00222 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00223 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00224 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00225 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00226 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00227 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00228 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00231 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00233 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00234 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00236 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00237 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00239 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00241 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00243 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00244 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00245 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00246 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00247 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00248 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00250 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00251 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00252 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00253 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00254 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00255 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00256 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00257 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00258 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00259 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00262 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00264 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00265 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00266 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00267 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00268 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00270 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00271 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00272 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00273 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00274 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00275 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00276 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00277 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00278 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00279 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00280 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00283 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00285 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00286 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00287 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00288 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00289 (1).jpg,0.0,0.0
c:\Code\CapstoneDesign\CapstoneDesign\MakeDataset\data/processed_frames\cropped_frame_00291 (1).jpg,0.0,0.0
