frame_path,steering_angle,steering_category
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00444.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01006.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00839.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00718.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00420.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00891.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00428.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00393.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00696.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00087.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00646.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00130.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00430.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00765.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01098.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01005.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00134.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00330.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00695.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00716.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00456.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00839.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00029.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00033.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00405.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00886.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00627.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00627.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00648.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00313.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00694.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00106.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00945.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00440.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00325.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00187.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00379.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00646.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00951.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00441.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00515.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01078.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00727.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00379.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00446.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00639.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00182.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00090.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00336.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01078.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00984.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00997.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00666.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00082.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00929.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00648.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00671.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00983.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00431.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00698.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00175.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00543.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00826.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00833.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00974.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00699.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00681.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00346.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00115.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00526.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00457.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00942.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00404.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00453.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00248.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00941.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00023.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00020.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00647.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00072.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00459.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00646.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00560.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00352.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00349.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00229.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00830.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00761.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00166.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00695.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00018.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00727.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00312.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00349.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00049.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00775.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00164.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00379.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00736.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00447.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00750.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00326.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00118.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00972.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00081.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00542.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00926.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00119.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00044.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00752.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00837.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00842.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00027.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00306.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00542.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00057.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00336.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00929.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00184.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00107.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00755.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00459.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00109.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00919.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00994.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01004.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00769.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01022.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00444.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00243.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00111.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00307.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00122.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00698.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00276.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01007.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00348.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00873.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00227.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00475.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00061.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00281.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00934.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01063.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00844.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00842.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00403.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00440.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00314.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00605.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00458.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01005.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00763.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00895.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00675.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00930.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00648.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00405.jpg,30,0
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00760.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00059.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00448.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00778.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00643.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00450.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00250.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00379.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00896.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00488.jpg,60,1
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00481.jpg,90,2
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_01014.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00647.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00452.jpg,120,3
C:/Code/CapstoneDesign/CapstoneDesign/steering_data_preprocessor/data/augmented_frames/cropped_frame_00645.jpg,120,3
